"Reference","Photo_No","ImgBox","DigitalID","Date_Added","Source","Date","Subject","Notes","Details","Creator","Location","Dimensions","Condition","Format","Copyright","Seq_No","e18","e19"
"00442","442","10","DF00372","","","1964","Half yearly assembly at Warwick (1964) - 2 copies","","Photo taken outside the Warwick (now) church hall","John Harrison Photo Centre Warwick","Warwick","21.1x16.3cm","Good","Tif","","398","",""
"00444","444","6","DF00315","","","1912","Photo presented to Miss Burston by her SS Class 5.10.1912 from Toowoomba Box","","Someonly identified: Standing: 3rd from left: Win Cochrane (Burstow); Seated/front: Elsie Sawden (Deuble), Dorothy Weller, Edna Jackson,  ? Wilkinson, Ada Jackson, Winnie Padgett.","Stephens Studios Toowoomba","Toowoomba","43.0x22.2cm","Good","Tif","","399","",""
"00694A","694A","1","DF00474","","","1972","Mundubbera B C site 1971; Mundubbera site 27 April 1972","","Site for Mundubbera BC.  Hospital in the background.","Unknown","Mundubbera","12.1x9.0cm","Good","Tif","","400","",""
"00694B","694B","1","DF00475","","","1972","Mundubbera B C site 1971; Mundubbera site 27 April 1972","","Mr Frank Mergard, Rev N W Mergard, Mr Des Mergard at the Mundubbera BC site","Unknown","Mundubbera","12.1x9.0cm","Good","Tif","","401","",""
"00696","696","1","DF00480","","","1973","Brassal manse ","","B & W photo of the manse at Brassal","Unknown","Brassal","9.2x9.0cm","Good","Tif","","402","",""
"00697A","697A","1","DF00481","","","","Brighton B C ","","General view of Brighton Baptist Church building","Unknown","Brighton","13.9x8.9cm","Good","Tif","","403","",""
"00697B","697B","1","DF00482","","","","Brighton BC","","Front view of Brighton BC","Unknown","Brighton","12.6x9.1cm","Good","Tif","","404","",""
"00698A","698A","1","DF00483","","","","Rochedale Baptist Church 2 B & W photos","","Rev and Mrs Ian D Cathie","Unknown","Rochedale","11.5x8.9cm","Good","Tif","","405","",""
"00698B","698B","1","DF00484","","","","Rochedale Baptist Church 2 B & W photos","","Rochedale BC Sunday School","Unknown","Rochedale","11.5x8.9cm","Good","Tif","","406","",""
"00699A","699A","1","DF00485","","","1969","Stafford North B C  - 3 B & W photos","","Crowd at opening day 23/2/1969","Unknown","Stafford North","12.8x9.1cm","Good","Tif","","407","",""
"00699B","699B","1","DF00486","","","1969","Stafford North B C  - 3 B & W photos","","Close up of building","Unknown","Stafford North","12.8x9.1cm","Good","Tif","","408","",""
"00699C","699C","1","DF00487","","","1969","Stafford North B C  - 3 B & W photos","","Official opening ceremony 23/2/1969","Unknown","Stafford North","12.8x9.1cm","Good","Tif","","409","",""
"00700A","700A","1","DF00488","","","","Boys Brigade Camp Obi Obi Creek","","Canoe Camp setting up on Obi Obi Creek","Unknown","Obi Obi Creek","12.9x8.8cm","Good","Tif","","410","",""
"00700B","700B","1","DF00489","","","","Boys Brigade Camp Obi Obi Creek","","Display pavilion at Obi Obi Creek","Unknown","Obi Obi Creek","12.9x8.8cm","Good","Tif","","411","",""
"00700C","700C","1","DF00490","","","","Boys Brigade Camp Obi Obi Creek","","Canoe camp instruction on Obi Obi Creek","Unknown","Obi Obi Creek","12.9x8.8cm","Good","Tif","","412","",""
"00700D","700D","1","DF00491","","","","Boys Brigade Camp Obi Obi Creek","","Canoe Camp capsize instruction on Obi Obi Creek","Unknown","Obi Obi Creek","12.9x8.8cm","Good","Tif","","413","",""
"00705","705","1","DF00496","","","","Gympie B C Appolonian Vale","","Former Gympie BC building whenlocated at Appolonian Vale, Gympie.","Unknown","Gympie","7.7x4.2cm","Good","Tif","","414","",""
"00707","707","1","DF00498","","","1970","Building site Gailes BC November1970","","Members of work committee at te church site speaking to MrFrost, Secretary of the Fellowship, and Pastor S W Solomon, church pastor.  A J Shaw at rear and Rev Hodson (bald head)","Unknown","Gailes","12.6x8.9cm","Good","Tif","","415","",""
"00708","708","1","DF00499","","","1964","Noosaville B C","","Noosaville BC building taken in 1964","Unknown","Noosaville","12.7x8.9cm","Good","Tif","","416","",""
"00710A","710A","1","DF00501","","","","Currumbin Camp","","Currumbin Camp -view from the site","Unknown","Currumbin","12.7x9.0cm","Good","Tif","","417","",""
"00710B","710B","1","DF00502","","","","Currumbin Camp","","Currumbin Camp -residential building","Unknown","Currumbin","12.7x9.0cm","Good","Tif","","418","",""
"00710C","710C","1","DF00503","","","","Currumbin Camp","","Currumbin Camp -dining area","Unknown","Currumbin","12.7x9.0cm","Good","Tif","","419","",""
"00710D","710D","1","DF00504","","","","Currumbin Camp","","Currumbin Camp - showers","Unknown","Currumbin","12.7x9.0cm","Good","Tif","","420","",""
"00710E","710E","1","DF00505","","","","Currumbin Camp","","Currumbin Camp - washing facilities","Unknown","Currumbin","12.7x9.0cm","Good","Tif","","421","",""
"00711B","711B","1","DF00507","","","","Ken Steer in service for aged and concert","","lunch at the service for the aged","Unknown","Unknown","13.3x9.0cm","Good","Tif","","422","",""
"00711C","711C","1","DF00508","","","","Ken Steer in service for aged and concert","","Service for aged concert","Unknown","Unknown","11.3x9.0cm","Good","Tif","","423","",""
"00712A","712A","1","DF00510","","","1971","Marriage at Banyo BC of Pastor and Mrs R J Quilliam","","Quilliam marriage at Banyo BC on 11 December1971 - guests outside the church after the ceremony","Unknown","Banyo","12.6x9.0cm","Good","Tif","","424","",""
"00712B","712B","1","DF00511","","","1971","Marriage at Banyo BC of Pastor and Mrs R J Quilliam","","astor and Mrs Quilliam photographed outside the church after their wedding","Unknown","Banyo","12.6x9.0cm","Good","Tif","","425","",""
"00714C","714C","1","DF00514","","","1974","Woodridge B C Official opening 9 March 1974 ","","Woodbridge church members","W A Jones 203 Wharf Street Brisbane","Brisbane","12.7x7.8cm","Good","Tif","","426","",""
"00717","717","1","DF00523","","","1966","Innisfail B C ","","Group attending North Queensland BaptistAssociation meeting May 1966","Unkown","Innisfail","12.7x9.0cm","Good","Tif","","427","",""
"00718","718","1","DF00524","","","1971","Rev Ken and Mrs Gwen Steer and family July 1971","","Steer family while serving at Innisfail","Unknown","Innisfail","12.7x9.0cm","Good","Tif","","428","",""
"00719","719","1","DF00525","","","1962","Innisfail manse 34 Mourilyan Road 29 October 1972","","Innisfail Manse October 1962","Unknown","Innisfail","11.0x9.5cm","Good","Tif","","429","",""
"00720","720","1","DF00526","","","1969","Sarina Baptist Service 1 June 1969","","John McKay on right, Rev L A Maycock next to him.  Mrs McKay is short woman in middle of the back row","Unknown","Sarina","12.1x8.9cm","Good","Tif","","430","",""
"00726","726","1","DF00532","","","1968","Ayr B C Constitution of church - Foundation members (names listed on back of photo) 17 November 1968","","(Back) Mrs I Storey, Mr I Storey, Mr R Leutton, Mr & Mrs M Niebling; (Midde) Mr G Taylor, Miss M Taylor, Mrs O'Shea; (Front) Mrs G Taylor, Mr & Mrs K Crouther, Pator J W L Haig.","Unknown","Ayr","12.8x9.0cm","Good","Tif","","431","",""
"00727","727","1","DF00533","","","1968","Ayr B C Sunday School","","CWA hostel with hall (old school)at rear used for Sunday School and services","W A Jones, Wharf Street, Brisbane","Ayr","14.2x8.9cm","Good","Tif","","432","",""
"00728","728","1","DF00534","","","","Ayr B C","","Ayr BC church building","Unknown","Ayr","12.3x9.6cm","Good","Tif","","433","",""
"00729","729","1","DF00535","","","1974","Ayr B C ","","Photo of possble manse at Ayr 18 March 1974","Unknown","Ayr","11.7x9.0cm","Good","Tif","","434","",""
"00730","730","1","DF00536","","","1968","Ayr B C church building 16 November 1968","","Ayr BC people outside church building","Unknown","Ayr","12.7x9.0cm","Good","Tif","","435","",""
"00731B","731B","1","DF00538","","","1966","Mt Isa ","","manse","Unknown","Mt Isa","12.8x9.0cm","Good","Tif","","436","",""
"00731C","731C","1","DF00539","","","1969","Mt Isa ","","Church Secretary Alan Burton with church member policeman from Boulia","Unknown","Mt Isa","12.8x9.0cm","Good","Tif","","437","",""
"00732A","732A","1","DF00541","","","1959","Mackay B C ","","Church building 1959","Unknown","Mackay","12.7x9.0cm","Good","Tif","","438","",""
"00732B","732B","1","DF00542","","","1959","Mackay B C ","","Church building with members","Unknown","Mackay","15.0x10.4cm","Good","Tif","","439","",""
"00733A","733A","1","DF00544","","","1969","Labrador B C","","Church building","Unknown","Labrador","11.6x7.0cm","Good","Tif","","440","",""
"00734A","734A","1","DF00546","","","1969","Gladstone B C ","","Gladstone hall and manse under construction 18 January 1969","Unknown","Gladstone","12.7x9.0cm","Good","Tif","","441","",""
"00734B","734B","1","DF00547","","","1969","Gladstone B C ","","Gladstone manse and hall - separate view","Unknown","Gladstone","12.7x9.0cm","Good","Tif","","442","",""
"00734C","734C","1","DF00548","","","1969","Gladstone B C ","","Church Secretary: A collishaw; Pastor Rev G Litzow; T Maycock (Treasurer); Deacon L West.","Unknown","Gladstone","12.7x9.0cm","Good","Tif","","443","",""
"00737","737","1","DF00551","","","1974","Centenary Fellowship - Meeting in Jamboree Heights State School 9 September 1974 ","","Meeting re establishment of Centenary B C","Unknown","Jamboree Heights","11.6x9.0cm","Good","Tif","","444","",""
"00738A","738A","1","DF00552","","","1975","Blackwater B C ","","Church building with living quarters above","Unknown","Blackwater","11.5x8.9cm","Good","Tif","","445","",""
"00738B","738B","1","DF00553","","","1972","Blackwater B C ","","Inspecting church site 26 April 1972. Miss H May, Pastor S J Watson,Mr R Maycock, Rev RT Wedd, Rev N W Mergard.","Unknown","Blackwater","12.7x8.9cm","Good","Tif","","446","",""
"00738C","738C","1","DF00554","","","1974","Blackwater B C ","","Nev Rogers, Mrs Rogers and son inside kitchen of transportable manse","Unknown","Blackwater","12.7x8.9cm","Good","Tif","","447","",""
"00738D","738D","1","DF00555","","","1974","Blackwater B C ","","Transportable manse for Blackwater","Unknown","Blackwater","12.7x8.9cm","Good","Tif","","448","",""
"00738E","738E","1","DF00556","","","1974","Blackwater B C ","","Transportable manse for BLackwater","Unknown","Blackwater","12.7x8.9cm","Good","Tif","","449","",""
"00738F","738F","1","DF00557","","","1972","Blackwater B C ","","Blackwater - Rev R T Wedd, Miss H MAY, Pastor S J Watson, Rev NW Mergard, Mr R Maycock","Unknown","Blackwater","12.7x8.9cm","Good","Tif","","450","",""
"00738G","738G","1","DF00558","","","1971","Blackwater B C ","","Jean McKay, John McKay (pilot) Pastor Rod Bullpitt at Moranbah 4 August 1971","Unknown","Moranbah","12.7x8.9cm","Good","Tif","","451","",""
"00738H","738H","1","DF00559","","","1974","Blackwater B C ","","Meeting in home of Mr and Mrs Dick Allen at Blackwater on 23 March 1974 - (Back) Dick Allen, Ray Muller, Ron Maycock, Brian Smith (Front) Sonja Allen, Mrs Jill Allen, Andrew Parken, Agnes Kielly, Mrs Joy Bowring, Mrs Carol Muller.","Unknown","Blackwater","12.7x8.9cm","Good","Tif","","452","",""
"00738I","738I","1","DF00560","","","1975","Blackwater B C ","","Morning service congregation on 3 March 1975","Unknown","Blackwater","12.7x8.9cm","Good","Tif","","453","",""
"00738J","738J","1","DF00561","","","1971","Blackwater B C ","","Jann Miller of Grange B C teaching at Moranbah","Unknown","Moranbah","12.7x8.9cm","Good","Tif","","454","",""
"00738K","738K","1","DF00562","","","","Blackwater B C ","","Pastor Richard Bullock at BlackwaterState School","Unknown","Blackwater","12.7x8.9cm","Good","Tif","","455","",""
"00740A","740A","1","DF00564","","","1974","Coolangatte B C","","Meeting place of Coolangatta Tweed Heads BC 8 September 1974","Unknown","Coolangatta","13.0x8.9cm","Good","Tif","","456","",""
"00740B","740B","1","DF00565","","","","Coolangatta BC","","Site of the Coolangatta BC (Beachcomber Hotel in background). 29 September 1969","Unknown","Coolangatta BC site 29 September 1969","12.6x9.0cm","Good","Tif","","457","",""
"00740C","740C","1","DF00566","","","","Coolangatta BC","","Colangatta BC church building under construction","Unknown","Coolangatta BC building site 8 September 1974","11.6x9.0cm","Good","Tif","","458","",""
"00741A","741A","1","DF00568","","","1973","Peace Memorial B C Rockhampton","","New church building on opening day","Unknown","Rockhampton","9.0x9.0cm","Good","Tif","","459","",""
"00741B","741B","1","DF00569","","","1973","Peace Memorial B C Rockhampton","","People at the new church building on opening day","Unknown","Rockhampton","9.0x9.0cm","Good","Tif","","460","",""
"00743","743","1","DF00571","","","","Petrie Terrace B C","","Old photo - possibly 1960s or 1970s","Unknown","Petrie Terrace","12.1x9.0cm","Good","Tif","","461","",""
"00745","745","1","DF00573","","","1969","Mr G Walmsley and Rev N W Mergard 6 September 1969","","Mr Walmsley hands key to Rev Mergard to open the building","Unknown","Unknown","12.0x9.3cm","Good","Tif","","462","",""
"00746","746","1","DF00574","","","1968","Gladstone manse under construction","","Construction progress as at 28 October 1968","Unknown","Gladstone","12.7x9.0cm","Good","Tif","","463","",""
"00750","750","1","DF00578","","","1966","Pastor & Mrs K A Clarke - Currajong (Townsville)","","Photo taken during time at Townsville in June 1966","Unknown","Townsville","12.7x9.0cm","Good","Tif","","464","",""
"00751","751","1","DF00579","","","1965","Aitkenvale B C (Townsville)","","Official opening20 February 1965","Unknown","Townsville","14.0x8.6cm","Good","Tif","","465","",""
"00752","752","1","DF00580","","","1971","Baptist Camp Site Magnetic Island","","Camp toilet block foundations at rear 29 July 1971","Unknown","Magnetic Island","12.7x9.0cm","Good","Tif","","466","",""
"00754","754","1","DF00582","","","1968","Rev C L Miller (HMLO) and Pastor John Haig - Aitkenvale and Ayr","","Aitkenvale and Ayr July 1968","W A Jones & Co. Wharf Street, Brisbane.","Unknown","14.0x9.0cm","Good","Tif","","467","",""
"00756","756","1","DF00584","","","1966","Pastor & Mrs N J McLaren","","Photo dated June 1966","Unknown","Unknown","12.7x9.0cm","Good","Tif","","468","",""
"00757","757","1","DF00585","","","1964","Pastor Ray Euston (Brighton)","","Photo dated November 1964","Unknown","Unknown","12.7x9.0cm","Good","Tif","","469","",""
"00758","758","1","DF00586","","","1968","Pastor Ian Cash (Albion)","","Taken at Roma May 1968","Unknown","Unknown","13.8x18.8cm","Good","Tif","","470","",""
"00759","759","1","DF00587","","","1964","Mrs Watts (wife of Pastor H J Watts)","","Photo dated November 1964","Unknown","Unknown","12.7x9.0cm","Good","Tif","","471","",""
"00761","761","1","DF00589","","","1964","Some of Baptist House staff 1964","","Photo dated November 1964","Unknown","Unknown","12.7x9.0cm","Good","Tif","","472","",""
"00762","762","1","DF00590","","","1969","Home Mission Confidential Secretary","","Photo dated 30 September 1969","Unknown","Unknown","12.7x9.0cm","Good","Tif","","473","",""
"00763","763","1","DF00591","","","","Pastor Vic Bowring","","Date unknown - taken during period of chaplaincy in CMF","Unknown","Unknown","12.7x9.0cm","Good","Tif","","474","",""
"00764","764","1","DF00592","","","","Pastor Robert Smith","","Prayer card issued during periodworking with children in Green Valley/Liverpool area of Sydney NSW","Unknown","Unknown","12.7x9.0cm","Good","Tif","","475","",""
"00765","765","1","DF00593","","","1970","Pastor & Mrs Wayne Weiler","","Photo taken February 1970","Unknown","Unknown","12.7x9.0cm","Good","Tif","","476","",""
